"STATE","DISTRICT","BLOCK","VILLAGE","PUBLIC GOVERNMENT OWNED","PUBLIC COOPERATIVE SOCIETY","PUBLIC PANCHAYAT OWNED","PUBLIC OTHERS","PUBLIC TOTAL","PRIVATE GROUP OF FARMERS","PRIVATE INDIVIDUAL FARMERS","PRIVATE TOTAL","GRAND TOTAL"
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","KOSLI",0,0,0,0,0,0,90,90,90
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","NAGEPUR",0,0,0,0,0,0,158,158,158
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","FATHENAGAR",0,0,0,0,0,0,155,155,155
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","RAMPUR",0,0,0,0,0,0,119,119,119
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","NAVIPET",0,0,0,0,0,0,227,227,227
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","KAMALAPUR",0,0,0,0,0,0,144,144,144
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","NARAYANPUR",0,0,0,0,0,0,105,105,105
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","MOKANPALLE",0,0,0,0,0,0,190,190,190
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","MAHANTHAM",0,0,0,0,0,0,70,70,70
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","ABHANGAPATNAM",0,0,0,0,0,0,73,73,73
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","DHARYAPUR",0,0,0,0,0,0,80,80,80
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","ABBAPUR (M)",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","DHARMARAM",0,0,0,0,0,0,69,69,69
"ANDHRA PRADESH","NIZAMABAD","NAVIPET","ANANTHAGIRI",0,0,0,0,0,0,89,89,89
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","UMMEDA",0,0,0,0,0,0,220,220,220
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","BADGONI",0,0,0,0,0,0,90,90,90
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","NIKALPUR",0,0,0,0,0,0,250,250,250
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","DONKESHWAR",0,0,0,0,0,0,445,445,445
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","ANNARAM",0,0,0,0,0,0,92,92,92
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","SIRPUR",0,0,0,0,0,0,69,69,69
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","NARKODH",0,0,0,0,0,0,120,120,120
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","GADEPALLE",0,0,0,0,0,0,97,97,97
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","NOOTHPALLE",0,0,0,0,0,0,400,400,400
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","GANGASAMUNDAR",0,0,0,0,0,0,62,62,62
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","MARAMPALLE",0,0,0,0,0,0,450,450,450
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","DATTAPUR",0,0,0,0,0,0,200,200,200
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","SHAHPUR",0,0,0,0,0,0,161,161,161
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","KOMATPALLE",0,0,0,0,0,0,100,100,100
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","MAYAPUR",0,0,0,0,0,0,94,94,94
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","C.H.KONDOOR",0,0,0,0,0,0,250,250,250
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","TALVEDA",0,0,0,0,0,0,310,310,310
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","LAKKAMPALLE",0,0,0,0,0,0,140,140,140
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","BAZARKOTHUR",0,0,0,0,0,0,120,120,120
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","NANDIPET",0,0,0,0,0,0,325,325,325
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","KHUDAVANAPUR",0,0,0,0,0,0,163,163,163
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","TONDAKUR",0,0,0,0,0,0,153,153,153
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","VANNEL(KHURD)",0,0,0,0,0,0,307,307,307
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","SIDDAPUR",0,0,0,0,0,0,223,223,223
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","JOORPUR",0,0,0,0,0,0,92,92,92
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","VELMEL",0,0,0,0,0,0,545,545,545
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","AILAPUR",0,0,0,0,0,0,158,158,158
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","MALLARAM",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","CHIMRAJPALLE",0,0,0,0,0,0,197,197,197
"ANDHRA PRADESH","NIZAMABAD","NANDIPET","KAMTAM",0,0,0,0,0,0,272,272,272
"ANDHRA PRADESH","NIZAMABAD","ARMUR","MACHERLA",0,0,0,0,0,0,660,660,660
"ANDHRA PRADESH","NIZAMABAD","ARMUR","ALOOR",0,0,0,0,0,0,765,765,765
"ANDHRA PRADESH","NIZAMABAD","ARMUR","GAGGUPALLE",0,0,0,0,0,0,160,160,160
"ANDHRA PRADESH","NIZAMABAD","ARMUR","RAMPUR",0,0,0,0,0,0,151,151,151
"ANDHRA PRADESH","NIZAMABAD","ARMUR","MERDEPALLE",0,0,0,0,0,0,177,177,177
"ANDHRA PRADESH","NIZAMABAD","ARMUR","DEGAON",0,0,0,0,0,0,592,592,592
"ANDHRA PRADESH","NIZAMABAD","ARMUR","AMDAPUR",0,0,0,0,0,0,147,147,147
"ANDHRA PRADESH","NIZAMABAD","ARMUR","MAGIDI",0,0,0,0,0,0,60,60,60
"ANDHRA PRADESH","NIZAMABAD","ARMUR","KHANAPUR",0,0,0,0,0,0,292,292,292
"ANDHRA PRADESH","NIZAMABAD","ARMUR","KOMANPALLE",0,0,0,0,0,0,87,87,87
"ANDHRA PRADESH","NIZAMABAD","ARMUR","SURABIRYAL",0,0,0,0,0,0,338,338,338
"ANDHRA PRADESH","NIZAMABAD","ARMUR","FATHEPUR",0,0,0,0,0,0,324,324,324
"ANDHRA PRADESH","NIZAMABAD","ARMUR","PIPRI",0,0,0,0,0,0,520,520,520
"ANDHRA PRADESH","NIZAMABAD","ARMUR","MANTHANI",0,0,0,0,0,0,425,425,425
"ANDHRA PRADESH","NIZAMABAD","ARMUR","ISSAPALLE",0,0,0,0,0,0,263,263,263
"ANDHRA PRADESH","NIZAMABAD","ARMUR","ARMUR (URBAN)",0,0,0,0,0,0,1445,1445,1445
"ANDHRA PRADESH","NIZAMABAD","ARMUR","ANKAPUR",0,0,0,0,0,0,620,620,620
"ANDHRA PRADESH","NIZAMABAD","ARMUR","MAMIDIPALLE",0,0,0,0,0,0,109,109,109
"ANDHRA PRADESH","NIZAMABAD","ARMUR","PERKIT",0,0,0,0,0,0,352,352,352
"ANDHRA PRADESH","NIZAMABAD","ARMUR","CHEPUR",0,0,0,0,0,0,345,345,345
"ANDHRA PRADESH","NIZAMABAD","ARMUR","KOTHA ARMUR",0,0,0,0,0,0,190,190,190
"ANDHRA PRADESH","NIZAMABAD","ARMUR","GOVINDPET",0,0,0,0,0,0,187,187,187
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","SOANPET",0,0,0,0,0,0,75,75,75
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","DOODGAON",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","CHAKERIYAL",0,0,0,0,0,4,51,55,55
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","KODECHERLA",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","SAVEL",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","MENDORA",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","BUSSAPUR",0,0,0,0,0,0,215,215,215
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","NALLUR",0,0,0,0,0,0,84,84,84
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","JALALPUR",0,0,0,0,0,0,90,90,90
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","NAGAPOOR",0,0,0,0,0,0,65,65,65
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","MUKPAL",0,0,0,0,0,0,199,199,199
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","KOTHAPALLE",0,0,0,0,0,0,283,283,283
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","VELGATUR",0,0,0,0,0,0,265,265,265
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","VENCHARIYAL",0,0,0,0,0,0,207,207,207
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","RENJARLA",0,0,0,0,0,0,280,280,280
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","NAGAMPET",0,0,0,0,0,0,268,268,268
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","VEMPALLE",0,0,0,0,0,0,223,223,223
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","KISANNAGAR",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","BALKONDA",0,0,0,0,0,0,726,726,726
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","CHITTAPUR",0,0,0,0,0,0,648,648,648
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","BODEPALLE",0,0,0,0,0,0,302,302,302
"ANDHRA PRADESH","NIZAMABAD","BALKONDA","VANNEL BASHIRABAD",0,0,0,0,0,0,187,187,187
"ANDHRA PRADESH","NIZAMABAD","MORTAD","TADPAKAL",0,0,0,0,0,0,126,126,126
"ANDHRA PRADESH","NIZAMABAD","MORTAD","DOMCHANDA",0,0,0,0,0,0,108,108,108
"ANDHRA PRADESH","NIZAMABAD","MORTAD","GUMERIYAL",0,0,0,0,0,0,140,140,140
"ANDHRA PRADESH","NIZAMABAD","MORTAD","TADLA RAMPUR",0,0,0,0,0,0,122,122,122
"ANDHRA PRADESH","NIZAMABAD","MORTAD","YERGATLA",0,0,0,0,0,0,309,309,309
"ANDHRA PRADESH","NIZAMABAD","MORTAD","BATTAPUR",0,0,0,0,0,0,62,62,62
"ANDHRA PRADESH","NIZAMABAD","MORTAD","SHETPALLE",0,0,0,0,0,0,103,103,103
"ANDHRA PRADESH","NIZAMABAD","MORTAD","THURAT",0,0,0,0,0,0,188,188,188
"ANDHRA PRADESH","NIZAMABAD","MORTAD","THIMMAPUR",0,0,0,0,0,0,459,459,459
"ANDHRA PRADESH","NIZAMABAD","MORTAD","PALEM",0,0,0,0,0,0,379,379,379
"ANDHRA PRADESH","NIZAMABAD","MORTAD","DHARMORA",0,0,0,0,0,0,220,220,220
"ANDHRA PRADESH","NIZAMABAD","MORTAD","DONKAL",0,0,0,0,0,0,435,435,435
"ANDHRA PRADESH","NIZAMABAD","MORTAD","MORTAD",0,0,0,0,0,0,550,550,550
"ANDHRA PRADESH","NIZAMABAD","MORTAD","VADDIYAT",0,0,0,0,0,0,218,218,218
"ANDHRA PRADESH","NIZAMABAD","MORTAD","DONKAL-I",0,0,0,0,0,0,90,90,90
"ANDHRA PRADESH","NIZAMABAD","MORTAD","SUNKAT",0,0,0,0,0,0,300,300,300
"ANDHRA PRADESH","NIZAMABAD","MORTAD","RAMANNAPET",0,0,0,0,0,0,207,207,207
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","UPLOOR",0,0,0,0,0,0,464,464,464
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","DAMMANNAPET",0,0,0,0,0,0,98,98,98
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","NAGAPOOR",0,0,0,0,0,0,118,118,118
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","KAMMAR PALLE",0,0,0,0,0,0,564,564,564
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","HASAKOTHUR",0,0,0,0,0,0,448,448,448
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","CHOUTUPALLE",0,0,0,0,0,0,420,420,420
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","BASHEERABAD",0,0,0,0,0,0,317,317,317
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","KONASAMANDAR",0,0,0,0,0,0,308,308,308
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","LAKSHMAPUR",0,0,0,0,0,0,35,35,35
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","DAMMANNAPET (AMEERNA",0,0,0,0,0,0,212,212,212
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","NARSAPUR",0,0,0,0,0,0,101,101,101
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","INAYAT NAGAR",0,0,0,0,0,0,88,88,88
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","KONAPUR",0,0,0,0,0,0,169,169,169
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","MANAL",0,0,0,0,0,0,67,67,67
"ANDHRA PRADESH","NIZAMABAD","KAMMAR PALLE","GUDILINGAPUR",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","CHANGAL",0,0,0,0,0,0,356,356,356
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","PEDDA BHEEMGAL",0,0,0,0,0,0,479,479,479
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","SIKANDRAPUR",0,0,0,0,0,0,328,328,328
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","BHEEMGAL",0,0,0,0,0,0,704,704,704
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","JAGRIAL",0,0,0,0,0,0,140,140,140
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","KUPKAL",0,0,0,0,0,0,189,189,189
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","MENDUHORA",0,0,0,0,0,0,172,172,172
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","BABANAGAR",0,0,0,0,0,0,107,107,107
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","BABAPUR",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","PURANIPET",0,0,0,0,0,0,131,131,131
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","LINGAPURCHOUTH",0,0,0,0,0,0,70,70,70
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","BEJJORA",0,0,0,0,0,0,114,114,114
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","SALAMPUR",0,0,0,0,0,0,108,108,108
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","GONGOPPUL",0,0,0,0,0,0,379,379,379
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","MUCHKUR",0,0,0,0,0,0,274,274,274
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","PIPRI",0,0,0,0,0,0,230,230,230
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","BACHENPALLE",0,0,0,0,0,0,190,190,190
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","PALLIKONDA",0,0,0,0,0,0,200,200,200
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","DEVAN PALLE",0,0,0,0,0,0,68,68,68
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","KAREPALLE",0,0,0,0,0,0,100,100,100
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","RAHAT NAGAR",0,0,0,0,0,0,120,120,120
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","GANGARAI",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","THALLAPALLE",0,0,0,0,0,0,82,82,82
"ANDHRA PRADESH","NIZAMABAD","BHEEMGAL","DEVAKKAPET",0,0,0,0,0,0,102,102,102
"ANDHRA PRADESH","NIZAMABAD","VELPUR","LAKHORA",0,0,0,0,0,0,246,246,246
"ANDHRA PRADESH","NIZAMABAD","VELPUR","PADGAL",0,0,0,0,0,0,651,651,651
"ANDHRA PRADESH","NIZAMABAD","VELPUR","POCHAMPALLE",0,0,0,0,0,0,152,152,152
"ANDHRA PRADESH","NIZAMABAD","VELPUR","ANKSAPUR",0,0,0,0,0,0,589,589,589
"ANDHRA PRADESH","NIZAMABAD","VELPUR","KUKNOOR",0,0,0,0,0,0,228,228,228
"ANDHRA PRADESH","NIZAMABAD","VELPUR","KOMANPALLE",0,0,0,0,0,0,125,125,125
"ANDHRA PRADESH","NIZAMABAD","VELPUR","VENKATAPUR",0,0,0,0,0,0,150,150,150
"ANDHRA PRADESH","NIZAMABAD","VELPUR","VELPUR",0,0,0,0,0,0,818,818,818
"ANDHRA PRADESH","NIZAMABAD","VELPUR","AMEENAPUR",0,0,0,0,0,0,150,150,150
"ANDHRA PRADESH","NIZAMABAD","VELPUR","SAHEBPET",0,0,0,0,0,0,120,120,120
"ANDHRA PRADESH","NIZAMABAD","VELPUR","JANAKAMPET",0,0,0,0,0,0,290,290,290
"ANDHRA PRADESH","NIZAMABAD","VELPUR","NARKHODA",0,0,0,0,0,0,576,576,576
"ANDHRA PRADESH","NIZAMABAD","VELPUR","MOTHE",0,0,0,0,0,0,607,607,607
"ANDHRA PRADESH","NIZAMABAD","VELPUR","AKLUR",0,0,0,0,0,0,209,209,209
"ANDHRA PRADESH","NIZAMABAD","VELPUR","WADI",0,0,0,0,0,0,99,99,99
"ANDHRA PRADESH","NIZAMABAD","VELPUR","KOTHAPALLE",0,0,0,0,0,0,68,68,68
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","MUNPALLE",0,0,0,0,0,0,555,555,555
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","LAKSHMAPUR",0,0,0,0,0,0,383,383,383
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","NARAYANPET",0,0,0,0,0,0,183,183,183
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","ARGUL",0,0,0,0,0,0,591,591,591
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","BRAHMANPALLE",0,0,0,0,0,0,169,169,169
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","THORLIKONDA",0,0,0,0,0,0,421,421,421
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","KOLIPAKA",0,0,0,0,0,0,265,265,265
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","JAKRANPALLE",0,0,0,0,0,0,610,610,610
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","MADHAPUR",0,0,0,0,0,0,45,45,45
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","POPPALPALLE",0,0,0,0,0,0,190,190,190
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","SIKINDRAPUR",0,0,0,0,0,0,120,120,120
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","PADKAL",0,0,0,0,0,0,740,740,740
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","MANOHARABAD",0,0,0,0,0,0,154,154,154
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","KALIGOTE",0,0,0,0,0,0,398,398,398
"ANDHRA PRADESH","NIZAMABAD","JAKRANPALLE","CHINTALUR",0,0,0,0,0,0,276,276,276
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","CHIKLI",1,0,0,0,1,0,247,247,248
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","GUNJALI",0,0,0,0,0,0,383,383,383
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","DHARMORA",0,0,0,0,0,0,132,132,132
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","LAKMAPUR",0,0,0,0,0,0,54,54,54
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MAMDAPUR",0,0,0,0,0,0,79,79,79
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","METPALLE",0,0,0,0,0,0,150,150,150
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","VALLABHAPUR",0,0,0,0,0,0,57,57,57
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","BONKANPALLE",0,0,0,0,0,0,365,365,365
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","GOTMUKKALA",0,0,0,0,0,0,229,229,229
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","VENKATAPUR",0,0,0,0,0,0,40,40,40
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","KALLADI",0,0,0,0,0,0,747,747,747
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","GUTPA",0,0,0,0,0,0,530,530,530
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MAKLOOR",0,0,0,0,0,0,484,484,484
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MULLANGI (BINOLA)",0,0,0,0,0,0,112,112,112
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","SINGAMPALLE",0,0,0,0,0,0,87,87,87
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","BORGAON (KALAN)",0,0,0,0,0,0,310,310,310
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","CHINNAPUR",0,0,0,0,0,0,105,105,105
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MAMIDIPALLE",0,0,0,0,0,0,107,107,107
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MANIK BHANDAR",0,0,0,0,0,0,380,380,380
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","AMRAD",0,0,0,0,0,0,306,306,306
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","VADDATIPALLE",0,0,0,0,0,0,160,160,160
"ANDHRA PRADESH","NIZAMABAD","MAKLOOR","MADANPALLE",0,0,0,0,0,0,240,240,240
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","PALDA",0,0,0,0,0,0,308,308,308
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","JALALPUR",0,0,0,0,0,0,79,79,79
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","TIRMANPALLE",0,0,0,0,0,0,51,51,51
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KONDUR",0,0,0,0,0,0,166,166,166
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","LAXMAPUR",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KALUR",0,0,0,0,0,0,225,225,225
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","GUNDARAM",0,0,0,0,0,0,94,94,94
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MALKAPUR",0,0,0,0,0,0,79,79,79
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","SARANGAPUR",0,0,0,0,0,0,75,75,75
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","SERIPUR",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","ARSAPALLE",0,0,0,0,0,0,68,68,68
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KHANAPUR",0,0,0,0,0,0,123,123,123
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MUBARAKNAGAR",0,0,0,0,0,0,146,146,146
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KANTESHWAR",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","GOPANPALLE",0,0,0,0,0,0,137,137,137
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KESHAPUR",0,0,0,0,0,0,109,109,109
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","PANGRA",0,0,0,0,0,0,232,232,232
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","NIZAMABAD (URBAN)",0,0,0,0,0,0,100,100,100
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","BORGAON (P)",0,0,0,0,0,0,166,166,166
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","THANA KHURD",0,0,0,0,0,0,113,113,113
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MUGPAL",0,0,0,0,0,0,190,190,190
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","NYALKAL",0,0,0,0,0,0,182,182,182
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","DHARMARAM",0,0,0,0,0,0,167,167,167
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MALLARAM",0,0,0,0,0,0,308,308,308
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MUTHAKUNTA",0,0,0,0,0,0,272,272,272
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MALKAPUR (J)",0,0,0,0,0,0,160,160,160
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","SIRPUR",0,0,0,0,0,0,420,420,420
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KANJER",0,0,0,0,0,0,474,474,474
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MULLANGI",0,0,0,0,0,0,144,144,144
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KULASPUR",0,0,0,0,0,0,157,157,157
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","CHINNAPUR",0,0,0,0,0,0,97,97,97
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","BADSI",0,0,0,0,0,0,414,414,414
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","AMRABAD",0,0,0,0,0,0,56,56,56
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","YELLAMKUNTA",0,0,0,0,0,0,45,45,45
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MANCHIPPA",0,0,0,0,0,0,252,252,252
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","MUDAKPALLE",0,0,0,0,0,0,367,367,367
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","BHAIRAPUR",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","NIZAMABAD","NIZAMABAD","KALPOLE",0,0,0,0,0,0,56,56,56
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","AMBAM",0,0,0,0,0,0,155,155,155
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","BRAHMANPALLE",0,0,0,0,0,0,60,60,60
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","JAITHAPUR",0,0,0,0,0,0,93,93,93
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","POCHARAM",0,0,0,0,0,0,51,51,51
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","JANKAMPET",0,0,0,0,0,0,59,59,59
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","THANEKALAN",0,0,0,0,0,0,186,186,186
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","JAMALAM",0,0,0,0,0,0,104,104,104
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","YEDAPALLE",0,0,0,0,0,0,258,258,258
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","IBRAHIMPUR",0,0,0,0,0,0,220,220,220
"ANDHRA PRADESH","NIZAMABAD","YEDA PALLE","MANGALPAHAD",0,0,0,0,0,0,98,98,98
