"id","core_project_id","core_db_connection_id","name","identifier","properties","created_by","updated_by","created_at","updated_at","params_object","column_properties","last_run_at","last_data_changed_at","count_of_queries","average_execution_time","size","slug","table_name"
227,1,1,"PROVIDER LoCloud - Item View Line Chart","c4105dc910223ff8e2ddcd9d070b863d619938c12687a739f6d34fd5746f964b9d","""error""=>"""", ""query""=>""Select split_part(ta.aggregation_level_value,'_',2) as x,output_genre as name, sum(ta.value) as y from core_time_aggregations as ta, (Select o.id as output_id,o.genre as output_genre from impl_outputs o where o.impl_parent_id in (5,117,116,224,468,960,959,999,944) and genre in ('item_views','click_throughs')) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2015' group by output_genre,split_part(ta.aggregation_level_value,'_',2) order by to_date(split_part(ta.aggregation_level_value,'_',2),'MONTH');"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""24"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:43:53.163372","2016-03-04 06:53:59.384462","{}","{""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":24,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":24,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":24,""date"":0,""blank"":0}}}","2016-03-04 06:53:59.38241","2016-03-04 06:53:59.35645",16,0.474015300891476,1112,"locloud-item-view-line-chart",""
2967,1,1,"PROVIDER LoCloud - Reusables","7a27ebb33c6f42d341f9e8439b6587440e6e0bb79ccd47573f1b23b3565058e04a","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 115 and genre = 'top_reusables') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""3"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-12-08 07:53:57.934846","2016-03-09 08:12:37.684742","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":3,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":3,""date"":0,""blank"":0}}}","2016-03-09 08:12:37.682912","2016-03-04 06:29:51.598062",44,0.611386188758569,116,"locloud-reusables",""
15781,1,1,"Europeana - Top Digital Objects","cb556e5e18aa8e9d9e1a0192592b4811c6ad42f71c076f18d36b93f656f8188b28","""error""=>"""", ""query""=>""Select year,month, value,image_url,title_url,title  from (Select split_part(ta.aggregation_level_value,'_',1) as year, split_part(ta.aggregation_level_value, '_',2) as month, sum(ta.value) as value,ta.aggregation_index, output_properties -> 'image_url' as image_url, output_properties -> 'title_url' as title_url, output_value as title, ROW_NUMBER() OVER (PARTITION BY  split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2) order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), sum(value) desc) AS row  from core_time_aggregations ta, (Select o.id as output_id, o.key as output_key, o.value as output_value, o.properties as output_properties from impl_outputs o where o.impl_parent_id = 1 and genre='top_digital_objects') as b where ta.parent_id = b.output_id group by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), ta.aggregation_value_to_display, ta.metric,ta.aggregation_index, output_properties -> 'image_url', output_properties -> 'title_url', output_value order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), value desc) as final_output where row < 25 and year::integer in (2014,2015,2016);"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""360"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:56.927045","2016-03-08 05:36:36.560354","{}","{""year"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":360,""date"":0,""blank"":0}},""month"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":360,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":360,""date"":0,""blank"":0}},""image_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":360,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":360,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":360,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-08 05:36:36.555249","2016-03-08 05:36:36.507012",2,0.417628602,144903,"europeana-top-digital-objects-e61e8694-fcab-4bcb-9334-0197a28d1854",""
15784,1,1,"Europeana - Data Providers Count","284ffc8cb5b98a1c73f5051826e267dbef3cdbe38543a6361ebc8a66d8c65284e0","""error""=>"""", ""query""=>""Select 3521 as value, '' as key, '' as content, 'Total Data Providers' as title, '' as diff_in_value,io.genre  from impl_outputs io INNER JOIN  core_time_aggregations cta on parent_id = io.id and parent_type = 'Impl::Output' and io.impl_parent_id = 1 and genre = 'top_data_provider_counts' and split_part(aggregation_level_value,'_',1) = '2016' and split_part(aggregation_level_value,'_',2) = 'March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:57.001514","2016-03-08 10:38:57.548173","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""genre"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-08 10:38:57.544929","2016-03-08 10:38:57.506809",3,0.0212368865,125,"europeana-data-providers-count-1c56532a-5f68-412d-94d9-1c23ea066cb9",""
2204,1,1,"PROVIDER Rijksmuseum - Media Type Donut Chart","acfd86b98faac9de48ae7736ef381bee7621c31980424881fe605c5cf2e4d64482","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 631 and genre = 'top_media_types') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-12-02 14:15:22.033421","2016-03-09 08:21:01.160109","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}}}","2016-03-09 08:21:01.154928","2015-12-02 14:16:23.265307",20,0.055119389,36,"rijksmuseum-media-type-donut-chart",""
561,1,1,"COUNTRY france - Providers Count","f47fb0a893760a2fe5a76b20bd55d21e06ba35a1adeea91f4e8f5398c0f11f717d","""error""=>"""", ""query""=>""Select count(*) as value, '' as key, '' as content, 'Total Institutions' as title, '' as diff_in_value from impl_aggregation_relations where impl_parent_genre='country' and impl_child_genre='data_provider' and impl_parent_id = '200'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""5"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.348275","2016-03-09 07:07:28.112943","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}}}","2016-03-09 07:07:28.111557","2016-03-04 06:08:39.901938",6,0.02203478975,86,"france-providers-count",""
224,1,1,"PROVIDER LoCloud - Top Countries","3c62308f88f969b13c3b9b6bcdbbfc50fdb9ba5054457e0cbbde6aa0778df9ccc6","""error""=>"""", ""query""=>""Select sum(ta.value) as size, b.code as iso2 from core_time_aggregations as ta, (Select o.id as output_id, value, code from impl_outputs o,ref_country_codes as code where o.impl_parent_id = 115 and o.genre='top_countries' and o.value = code.country) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2016' group by b.code order by size desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""10"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:43:53.043102","2016-03-09 08:12:40.359834","{}","{""size"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":10,""date"":0,""blank"":0}},""iso2"":{""data_type"":""boolean"",""d_or_m"":""d"",""data_distribution"":{""string"":9,""boolean"":1,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 08:12:40.357562","2016-03-09 08:12:40.343019",66,8.46777696780548,282,"locloud-top-countries",""
225,1,1,"PROVIDER LoCloud - Top Digital Objects","cc7a41ca9ed032bd1ca2cb27c0203caf36b91281f4c24aab63a4b1581339ca3312","""error""=>"""", ""query""=>""Select year,month, value,image_url,title_url,title  from (Select split_part(ta.aggregation_level_value,'_',1) as year, split_part(ta.aggregation_level_value, '_',2) as month, sum(ta.value) as value,ta.aggregation_index, output_properties -> 'image_url' as image_url, output_properties -> 'title_url' as title_url, output_value as title, ROW_NUMBER() OVER (PARTITION BY  split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2) order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), sum(value) desc) AS row  from core_time_aggregations ta, (Select o.id as output_id, o.key as output_key, o.value as output_value, o.properties as output_properties from impl_outputs o where o.impl_parent_id = 115 and genre='top_digital_objects') as b where ta.parent_id = b.output_id group by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), ta.aggregation_value_to_display, ta.metric,ta.aggregation_index, output_properties -> 'image_url', output_properties -> 'title_url', output_value order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), value desc) as final_output where row < 25 and year::integer in (2014,2015,2016);"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""283"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:43:53.067394","2016-03-09 08:12:37.640322","{}","{""year"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":283,""date"":0,""blank"":0}},""month"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":283,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":283,""date"":0,""blank"":0}},""image_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":283,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":283,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":283,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 08:12:37.638741","2016-03-09 08:12:37.604291",68,1.64752551135999,103491,"locloud-top-digital-objects",""
2969,1,1,"PROVIDER LoCloud - Providers Count","d0ec97735610e5320c44703decc4dbd78d627a8fa0b0045d5495ff94f497f1cf54","""error""=>"""", ""query""=>""Select count(*) as value, '' as key, '' as content, 'Total Institutions' as title, '' as diff_in_value from impl_aggregation_relations where impl_parent_genre='provider' and impl_child_genre='data_provider' and impl_parent_id = '115'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""5"", ""refresh_frequency""=>""0""",,,"2015-12-08 07:53:58.157692","2016-03-09 08:12:37.757135","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}}}","2016-03-09 08:12:37.755643","2016-03-09 08:12:37.744956",42,0.0640595275321218,87,"locloud-providers-count",""
2968,1,1,"PROVIDER LoCloud - Line Chart","461a6a5e988a84cc176b509a815d202d18b7ae02e0dbd8713b400cf169a6131827","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 115  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'March') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""38"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-12-08 07:53:57.966654","2016-03-16 12:50:52.11642","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":38,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}}}","2016-03-16 12:50:52.115159","2016-03-16 12:50:52.098071",56,3.60722928145619,1465,"locloud-line-chart",""
560,1,1,"COUNTRY france - Line Chart","f78cf0df68b9a39e5be5fbf207472c9647a0b28562e64919203a7130b7bfe50b0e","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 200  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'March') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""38"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.313576","2016-03-16 12:49:57.878957","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":38,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}}}","2016-03-16 12:49:57.873739","2016-03-16 12:49:57.851897",61,0.505885893504215,1566,"france-line-chart",""
3648,1,1,"PROVIDER Rijksmuseum - Line Chart","52577424eaf51a93f507b527e608aaee78e7090a2fc3d229aa37688bb164de4b6c","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 631  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'March') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""38"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-12-09 14:34:46.923964","2016-03-16 12:50:53.376449","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":38,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}}}","2016-03-16 12:50:53.374081","2016-03-16 12:50:53.356196",21,2.24188026611114,1540,"rijksmuseum-line-chart",""
3911,1,1,"DATA PROVIDER Diputació de Barcelona - Line Chart","d01d26b887347e1aa9ede006023b8dec2ff5076f792bbc47965a6ba5de12674447","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 145  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'March') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""38"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-12-10 09:34:03.445527","2016-03-16 12:51:46.247003","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":38,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}}}","2016-03-16 12:51:46.245312","2016-03-16 12:51:46.228043",15,6.08035882989441,1424,"diputacio-de-barcelona-line-chart",""
18,1,1,"COUNTRY spain - Line Chart","73a218cfeeafbc4db46bca62340d9e931da4fa6b959629cece30dc531f0ccfba5a","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 2  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'May') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""39"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:36.157731","2016-05-04 05:49:13.826512","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":39,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":39,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":39,""date"":0,""blank"":0}}}","2016-05-04 05:49:13.797995","2016-04-08 04:49:54.687873",161,0.248916912267126,1608,"spain-line-chart",""
12,1,1,"COUNTRY spain - Reusables","8a8e60211b3a0c21b7da1ec8fb9a7c0226387e7675f90b0db563d657fd2ff678a6","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 2 and genre = 'top_reusables') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_May'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""3"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:36.031022","2016-05-04 05:49:13.84038","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":3,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":3,""date"":0,""blank"":0}}}","2016-05-04 05:49:13.809341","2016-05-04 05:49:13.474156",9,0.071009335297619,117,"spain-reusables",""
7,1,1,"COUNTRY spain - Top Countries","1a08e1be9ff9bbb728521df12cb86bd8ab95d510d37fcf37e8d529b8e3b75e98d5","""error""=>"""", ""query""=>""Select sum(ta.value) as size, b.code as iso2, 'Pageviews' as tooltip_column_name from core_time_aggregations as ta, (Select o.id as output_id, value, code from impl_outputs o,ref_country_codes as code where o.impl_parent_id = 2 and o.genre='top_countries' and o.value = code.country) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2016' group by b.code order by size desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""10"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:35.834727","2016-05-04 05:49:24.811007","{}","{""size"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":10,""date"":0,""blank"":0}},""iso2"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":10,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""tooltip_column_name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":10,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-05-04 05:49:24.803943","2016-04-08 04:50:07.631748",161,0.784575683749481,622,"spain-top-countries",""
9,1,1,"COUNTRY spain - Media Type Donut Chart","99c1e6eeda0363af1f368e07efcc6c0e5a214d57491a4946142e8f1c406bd313c8","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 2 and genre = 'top_media_types') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_May'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""5"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:35.942328","2016-05-04 05:49:13.834366","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":5,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}}}","2016-05-04 05:49:13.806899","2016-05-04 05:49:13.472649",9,0.0900558682083333,171,"spain-media-type-donut-chart",""
15780,1,1,"Europeana - Line Chart","131a619910c8ebc20dd59d8e8189db957348443906e2d9322ad2d6abfe08893756","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 1  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'May') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""39"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:56.890891","2016-05-03 10:01:16.079675","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":39,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":39,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":39,""date"":0,""blank"":0}}}","2016-05-03 10:01:16.07203","2016-05-03 10:01:15.8232",5,0.204189470083333,1650,"europeana-line-chart-bd8e0acd-fa07-43d2-9d4b-9caf7cca8cae",""
